Tweets,ID,Date,Likes,Retweets,Sentiment
Be aware of such hate mongers. We have to rise above the politics and fight the pandemic together. Jai Hind,1.39E+18,29/04/2021 6:40,1,0,1
There are some doctors who really Lie about,1.39E+18,29/04/2021 5:57,0,0,0
I'm at Covid-19 DHA Vaccination Center in Dubai,1.39E+18,29/04/2021 5:13,0,0,1
Best news I heard as my 82 year old father battles covid .. day 10 today fingers crossed.,1.39E+18,29/04/2021 5:01,0,0,2
Guys has anyone here in uae who tested + with covid and has received the financial assistance from  Thanks sa magrereply,1.39E+18,29/04/2021 5:01,0,0,1
Got my Covid Vaccine yesterday. Still have palpitations rn,1.39E+18,29/04/2021 4:52,0,0,1
"What Can you do in this pandemic situation Stay home, But if necessary go out wearing at least one maks, double mask is best. Maintain social distancing. Use sanitizer Donate money, food etc Doonate blood, save a lives, Get vaccinated.",1.39E+18,29/04/2021 4:06,0,0,1
"It will take 2 weeks after 2nd dose for vaccine to work. Even after vaccination, you have to take precautions like mask and sanitisation. Vaccine doesn't eliminate the chances of getting positive with CoVid. It only reduces the risk of severe infection by 90%. TAKE PRECAUTIONS",1.39E+18,29/04/2021 3:57,2,0,1
#NAME?,1.39E+18,29/04/2021 11:42,0,0,1
"Hi My friend has built an app called  for Delhi NCR Covid resources such as oxygen, medicines, plasma, hospital beds, food services, ambulances etc. A team of 15 volunteers is verifying the leads every 3 hours. Mostly for people in Delhi",1.39E+18,29/04/2021 11:13,3,0,1
PM and HM must have focused on governance much before the spread of covid 2nd wave rather they failed the nation for the sake of just five state elections especially for WB and Assam.,1.39E+18,29/04/2021 11:10,0,0,0
Jerry  You will take care of Corona and we will take care of her concerts,1.39E+18,29/04/2021 13:00,1,0,1
wish this reaches to people who are in need and hope this pandemic world wide gets over soon,1.39E+18,29/04/2021 12:35,1,0,2
"Hi My friend has built an app called  for Delhi NCR Covid resources such as oxygen, medicines, plasma, hospital beds, food services, ambulances etc. A team of 15 volunteers is verifying the leads every 3 hours Mostly for people in Delhi",1.39E+18,29/04/2021 12:33,3,2,1
all the girls got pregnant during COVID... i must be getting back to these campaigns,1.39E+18,29/04/2021 14:04,1,0,1
"Indians are not dying of COVID-19, They’re dying of not getting treatment for COVID-19, There’s a big difference..",1.39E+18,29/04/2021 13:35,0,0,0
Total failure of Wake up,1.39E+18,29/04/2021 13:12,0,0,0
STAY STRONG INDIA  massive support from UAE and its citizens,1.39E+18,29/04/2021 14:32,0,0,2
The Guardian: 'We are not special': how triumphalism led India to Covid-19 disaster.  via,1.39E+18,29/04/2021 15:45,0,0,0
Even Dubai Road Side Banners Supporting INDIA after Burj Khalifa lit with message,1.39E+18,29/04/2021 17:47,1,0,1
Couldn't tell the difference between the covid-19 jab and the ones we got during kindergarten..only the pcr test slaps different,1.39E+18,29/04/2021 17:39,1,0,1
Dubai has continuously shown its strong support to COVID-19-hit India. road signs are displaying messages across the city. Here’s my latest report for,1.39E+18,29/04/2021 17:26,0,0,1
I hope corona gets this guy.,1.39E+18,29/04/2021 18:30,0,0,0
Please don’t be sad May be they are busy or because of Corona they are little disturbed,1.39E+18,29/04/2021 20:43,0,0,1
Uncritical support for Modi paved the way for India’s COVID-19 crisis  via,1.39E+18,30/04/2021 0:15,0,0,1
"Consult immediately with Covid Doctor,and start medication, Allah Almighty keep you safe and healthy along with all humanity",1.39E+18,30/04/2021 0:05,0,0,1
Lowkey missing quarantine nights,1.39E+18,30/04/2021 9:43,1,0,2
As a tribute to rohit sardana all TV chanls stp full day covrge of election results instead focus on current covid crisis rattling the nation.,1.39E+18,30/04/2021 9:17,0,0,0
"Please donate I support The Royal Docks Learning and Activity Centre and their brilliant project Emergency Covid Care Hospital unit in Agra, India - Appeal for £100,000 on ",1.39E+18,30/04/2021 8:53,0,0,1
First race in midst of COVID19 pandemic. @ Nad Al Sheba Sports Complex,1.39E+18,30/04/2021 8:50,0,0,1
40 countries have extended support to India. We have been hit by the pandemic since April 2020. It is shocking to see. I was in India till Nov 2020. They had 1 year to build capacity. Elections are more important looks like..,1.39E+18,30/04/2021 6:51,0,0,1
"Covid-19 news from Denmark. This is how one Danish school has created an alternative classroom, using tents They claim it’s nicer for the students than seeing each other through a screen. I instantly notice they aren’t wearing any masks  ",1.39E+18,30/04/2021 6:35,6,2,0
How did the pandemic affect your and behaviours Please click the link to respond,1.39E+18,30/04/2021 6:23,0,1,1
"100s of people with the same issue, most not following the covid protocol. Crowded. Kindly sent an update via sms atleast as done earlier. The app doesn't have any appointments till June as of now.. ",1.39E+18,30/04/2021 3:32,0,0,0
Covid didi,1.39E+18,30/04/2021 10:42,1,0,1
Can we convert our Delhi schools as Covid hospital for few days,1.39E+18,30/04/2021 10:42,0,0,1
"10 years ago, I was a full time musician in Fast-forward to today in and I’m patiently waiting to continue my musical career. Hurry up pandemic...some of us want to get back to playing  ",1.39E+18,30/04/2021 11:56,0,0,1
"""societies would need to learn to live with coronavirus and adapt to new methods to protect those unable or unwilling to get vaccinated"" ",1.39E+18,30/04/2021 11:45,1,0,1
"Not sure, Rajdeep saying heart attack, other news channels saying Covid, Republic saying post Covid heart attack. Om Shanti .",1.39E+18,30/04/2021 11:18,1,0,0
"When you see people blatantly breaking covid rules in public, do you say anything",1.39E+18,30/04/2021 11:17,0,0,0
Perks of being assigned sa covid ward. Pwedeng umidlip and less lakaran,1.39E+18,30/04/2021 12:17,0,0,1
"Before Corona I was stacking chips, nothing’s changed.",1.39E+18,30/04/2021 14:02,0,0,1
Must say in this pandemic one of the most negative channel is and that too lead by very sad indeed glorifying India’s pandemic in this hour of sadness,1.39E+18,30/04/2021 13:38,0,0,0
"Love you forever, Joannne Thanks for being a positive force throughout this pandemic",1.39E+18,30/04/2021 13:30,0,0,2
Catch our co-author of “The Future of Diplomacy After COVID-19” Mona Ali Khalil at  What a privilege.,1.39E+18,30/04/2021 14:27,3,1,1
"To succeed in the post-pandemic era, leaders need new skills and capabilities. What is leadership to you in this post-pandemic era Comment and let us know ",1.39E+18,30/04/2021 14:06,0,0,1
Throwback I miss Dubai  Fuck Covid 19  @ Souk Madinat Jumeriah,1.39E+18,30/04/2021 15:28,0,0,0
"H.H Sheikh Hamdan bin Zayed Al Nahyan, confirmed, in a statement on the occasion of Zayed Humanitarian Work Day, that the state’s handling of the repercussions of the Corona pandemic has been successful and it has presented practical solutions in emergency crises",1.39E+18,30/04/2021 16:11,0,0,2
Qatar  home I’m not doing 10 days hotel quarantine in the UK,1.39E+18,30/04/2021 17:16,1,0,1
"6 only got the best ratings (5 stars): airBaltic, Japan Airlines, Fiji Airways, Qatar Airways, Oman Air, ANA.   Pictures from Alexander Georges, a flight attendant for Ethiad. (2/3)  ",1.39E+18,28/04/2021 18:09,1,0,1
"Tell MOH 's not to scare and threaten travellers at the time when the airline is restarting. Uganda's COVID-19 cases can be managed as the airline is promoted positively not threatened. we need to get full board from RSA,SS,UAE,USA. hank you",1.39E+18,30/04/2021 20:03,0,0,1
The Show Must Go On: IPL and the Crematorium Next Door,1.39E+18,30/04/2021 19:09,0,0,1
Rohit sardana died from corona,1.39E+18,30/04/2021 19:09,0,0,0
"If there was the slightest fear in people's minds that there was an epidemic in front of us, we would not be able to move like this in this epidemic, then maybe we would not have seen ",1.39E+18,30/04/2021 22:04,0,0,0
A thread that debunks all those fake news on COVID-19 treatment ironically most of the paddlers are big media houses..,1.39E+18,30/04/2021 22:02,0,0,0
Lucky you to be at Haram shareef in this pandemic time. May Allah accept your prayers and duas. Aameen,1.39E+18,30/04/2021 21:27,0,0,2
The Lord is using the coronavirus to raise a red flag to this generation that nobody may enter the post rapture tribulation,1.39E+18,30/04/2021 22:38,0,0,0
The real taste of it is the Coronavirus that is raging throughout the earth today.,1.39E+18,30/04/2021 22:33,1,0,0
"Goals for the month of Ramadan for the year 2021 to quench their thirst, rejoice their children, and support their elderly  . . ",1.38E+18,05/04/2021 8:28,0,1,1
"Irish govt are an embarrassment. Add countries to quarantine list, some with the highest % of population vaccinated yet leave countries with 30k cases a day off it. Clueless. ",1.38E+18,02/04/2021 4:36,2,0,1
# Covid Times - It is immense pleasure to have children in the school. School was not school without you children. Grade 1B enjoying their Reading Session with Ms.Sameera in the Library.,1.38E+18,08/04/2021 6:00,0,0,1
"They are ""Human machines"". May ALLAH protect them from this pandemic. Warrior's ",1.39E+18,01/05/2021 0:03,1,0,2
That is why all the nations of the earth should run to these Two Mega Prophets of the LORD and ask them what the solution for the Coronavirus pandemic is.,1.39E+18,30/04/2021 23:27,0,1,1
"This is the hour to return to the LORD, the reason why he brought the Locusts and the Coronavirus.",1.39E+18,30/04/2021 23:10,1,0,1
Irresponsible public ignored Covid protocol.,1.39E+18,01/05/2021 9:26,0,0,0
"I am not able to book an appointment for COVID vaccine on SEHA app Had an appointment booked for Feb 13, 2021. Got a message after some days saying my appointment would be rescheduled as high risk categories are given priority. Calling 80050 didn’t help. ",1.39E+18,01/05/2021 9:11,0,0,0
is suffering as well.,1.39E+18,01/05/2021 8:55,0,0,0
That's the pandemic handling plan. Period,1.39E+18,01/05/2021 7:24,0,0,1
Come on friends who said institutions can't be brought to their knees. Pandemic no pandemic.,1.39E+18,01/05/2021 7:10,0,0,1
When science is ignored. India Covid crisis: Scientists say govt ignored warnings amid surge,1.39E+18,01/05/2021 6:47,1,0,1
We do what we love and love what we do . .,1.39E+18,01/05/2021 6:28,0,0,2
"Only if we had a responsible central govt headed by PM with vision ,India could have saved deaths of over 200000 innocent lives.Election and purchasing MLAs is the only important task for ruling party today. ",1.39E+18,01/05/2021 4:51,0,0,1
Support our healthcare heroes who are risking their lives to save ours. Donate to GiveIndia’s mission and provide them with PPE Kits to keep them safe from coronavirus. Every donation counts.,1.39E+18,01/05/2021 4:23,1,1,2
"I just checked again. The latest number of Covid cases in Denmark is 751, but they’re not a transit hub and they’re still only “reopening” now. Suddenly our 2k daily cases seem low in comparison with twice as many people + tourists here ",1.39E+18,01/05/2021 10:06,1,0,1
And then people say that THEY aren’t responsible for the spread of the virus. Absolute morons. Because Modi and his government are forcing them to celebrate this festival right,1.39E+18,01/05/2021 12:02,0,0,0
Birthday wish - world peace and ending for this pandemic.,1.39E+18,01/05/2021 12:01,0,0,1
It’s sad that succumbed to Covid But it couldn’t negate the fact that honesty and journalistic morality was not at all his traits. Let that sink in. to his family.,1.39E+18,01/05/2021 12:00,0,0,0
"One of my relative staying in Bangalore, girl requires food as she is unable to cook and unable to order also, due to COVID. Will you be able to help her ",1.39E+18,01/05/2021 12:49,0,0,1
Outstanding thoughts sir. Awareness can be minimize the spreading covid 19 into society therefore we shall take this accountability from our end and government shall be act more effectively. Necessity of Team work,1.39E+18,01/05/2021 13:18,0,0,2
"I don't have a  take about these figures, but some people are clearly putting profits over safety, as they have throughout the pandemic. And while I'd love to catch my local squad, final matches at Al Nahyan Stadium, I think they're making the right call.",1.39E+18,01/05/2021 14:11,8,0,1
The only country in the world charging their citizens for corona vaccination.,1.39E+18,01/05/2021 15:34,0,0,1
"Friends and family in India please stay home and stay safe. It’s really scary to see the skyrocketing rise in daily COVID-19 cases (400,000 cases reported yesterday). Hopefully all this ends soon. Sending out hope and positivity ",1.39E+18,01/05/2021 18:26,2,1,1
"What is Covid_19, what is the cause and what is the treatment for it A fact according to Russian research  ",1.39E+18,01/05/2021 18:10,2,4,1
"Words that speak for most overseas now: ""Never have I seen so many people so close to me that are already dead or are possibly going to die"" ",1.39E+18,01/05/2021 19:58,2,0,0
Allhamdulilah First Dose of Covid Veccine Done,1.39E+18,01/05/2021 19:45,0,0,1
My novel began before Covid ...,1.39E+18,01/05/2021 22:04,1,0,1
"Friends and family in India please stay home and stay safe. It’s really scary to see the skyrocketing rise in daily COVID-19 cases (400,000+ cases reported yesterday). Hopefully all this ends soon. Sending out hope and positivity ",1.39E+18,01/05/2021 21:09,0,0,1
"Yes, it’s the mandatory 14 day quarantine when you enter NZ.",1.39E+18,09/05/2021 23:48,0,0,1
"Update youngest niece is being fully pampered at the quarantine hotel by the staff. She gets board games, arts and crafts stuff, special food and the staff asks about her every single day.",1.39E+18,09/05/2021 23:42,0,0,1
Ofcourse a Modi fanboy will question even logic …,1.39E+18,09/05/2021 20:45,0,0,1
"what drives you ahead""A belief of life being simpler"".With honda Accord 2021, this comes true as you cruze all the way, technology will take care of our worries. With the current covid norm, you cannot hide this beauty behind a mask. ",1.39E+18,09/05/2021 20:20,0,1,1
My first Covid PFIZER Vaccine Shot done.,1.39E+18,09/05/2021 20:13,0,0,1
“Please don’t take COVID-19 lightly” One of the many heartbreaking stories from India.,1.39E+18,09/05/2021 19:41,3,2,0
I love Modiji totally but thodi to akal Lagao.. what r u doing in pics Spreading COVID or saving people Common sense suna hai Bhai log don’t embarrass us like this again,1.39E+18,09/05/2021 19:19,0,0,1
Rana Ayyub wants to raise funds for Help Rana Ayyub and her team to help those impacted by Covid 19 in India. Your donation has the power to help them move closer to their goal amount. Please contribute.,1.39E+18,09/05/2021 18:44,0,0,1
Suggestion to honorable CM Use this lockdown period and appoint 2 nurse to go around area by area and inject Vaccine to the public. It will avoid gatherings/crowd and easy to break the covid chain.,1.39E+18,09/05/2021 17:53,104,10,1
Nara Lokesh Just mind your words and you who can’t win in your constituency have no rights to talk now the time is to come together and fight this pandemic instead you are just creating ruckus and doing dirty politics shame on you chiiiiii …,1.39E+18,09/05/2021 17:33,2,0,0
"yhoo you must take me to Eyadini after Corona,looks like a cool joint ",1.39E+18,09/05/2021 17:32,1,0,1
The 'small' virus has attacked the big actress I hear Wishes for Kangana's speedy recovery. Love her films n boldness but not illogical n this time insensitive loose talk when crores are dying from Covid. Covid is real Thumb up for deleting post,1.39E+18,09/05/2021 17:29,125,16,0
Chinese scientists discussed weaponising SARS coronaviruses 5 years before Covid pandemic: Reports Times'of India.  Can you please enlighten me on this as this concerns your historic friends I am confused. Chini aur virus bhai bhai,1.39E+18,09/05/2021 17:26,1,0,1
Chinese scientists discussed weaponising SARS coronaviruses 5 years before Covid pandemic: Reports Times'of India.  Can someone please enlighten me on this I am confused. Chini aur virus bhai bhai,1.39E+18,09/05/2021 17:15,1,0,1
It’s so simple ... Covid didn’t catch you. You caught Covid  Right,1.39E+18,09/05/2021 15:56,0,0,1
What are the ocular symptoms of COVID-19,1.39E+18,09/05/2021 15:43,0,0,1
This Pandemic has taught us a lot of work can be done remotely. Why not do it that way permanently For example a news reader can work from home as as he or she has good Internet. Why can't he or she work from home permanently,1.39E+18,09/05/2021 15:36,1,0,1
Shop,1.39E+18,09/05/2021 14:17,3,4,1
"Tory policy based on a Labour failure. the worst is yet to come... Covid has left a massive debt. Be interesting to see what happens to VAT, NI and PAYE",1.39E+18,09/05/2021 13:40,0,0,0
If you need to step out...  .,1.39E+18,09/05/2021 12:35,1,1,1
"With the arrival of vaccines signaling a light at the end of the tunnel, it's time to start thinking about that post-COVID-19 dream vacation.... ",1.39E+18,09/05/2021 12:14,0,0,2
"If that's not a Government's role in a global pandemic, then what is",1.39E+18,09/05/2021 11:26,6,0,1
Building workforce skills at scale to thrive during—and after—the COVID-19 crisis  via,1.39E+18,09/05/2021 11:05,0,0,1
Hey  I keep seeing your posts. How are you  I’m good. Just praying this pandemic gets over real soon,1.39E+18,09/05/2021 10:59,0,0,2
"This couldn’t have been said better But alas, won’t listen or act upon anything. Proves how f*cked this country is. Call me a dissident but I’m glad I don’t have to stay there anymore.",1.39E+18,09/05/2021 10:55,0,0,0
Confused when to do CT Scan in Covid 19 patients   via,1.39E+18,09/05/2021 10:18,1,0,1
Lock down Hyderabad or areas,1.39E+18,09/05/2021 9:51,0,0,1
"COVID-19 affects severely to those who took vaccine, By witnessing antibody dependent enhancement is the symptom for those who took vaccine, I am profoundly sad after hearing this ",1.39E+18,09/05/2021 8:25,0,0,0
"WHO: The B.1.351 variant of the coronavirus found in South Africa, is spreading in other 22 African countries.",1.39E+18,09/05/2021 7:57,0,0,0
2 Wave Of Covid । Supreme Court । Health Infrastructure  via,1.39E+18,09/05/2021 7:09,0,0,1
He has not failed the Philippines You are just stupid. Try to substantiate your claim “Terrorized” 1. Pandemic response 2. Cowardice in WPS 3. Culture impunity You and your 3% cohorts are uncomfortable with TRUTH.,1.39E+18,09/05/2021 6:41,0,0,1
GulfAir PAX holding a biometric passport will be able to trial the IATA Travel Pass app which helps passengers easily and securely manage their travel in line with any government requirements for COVID-19 testing or vaccine information,1.39E+18,09/05/2021 6:36,0,0,1
I highly suggest reading piece on what Australian citizenship means in the fallout of COVID for expats.,1.39E+18,09/05/2021 6:03,1,0,1
Modi had no plan for Corona pandemic. Off course no body is learned enough to advise him and he never took one.,1.39E+18,09/05/2021 4:41,0,0,0
I think these beds are for Covid cases with no or mild symptoms and thereby freeing the hospital beds for people with severe symptoms. Normally 90% of Covid cases have no/mild symptoms and recover on their own. I am not sure this applies to the UK/Indian variants.,1.39E+18,09/05/2021 4:35,0,0,1
people need to understand that corona does not see any religion and target every individual. This could become another super spreader event for India if this is taking place in all over.,1.39E+18,09/05/2021 3:38,0,0,1
"masa ktorg 1 family 4minggu dalam rumah je sbb covid. hari-hari dapat message ni dari kawan sekerja zaki. sama. ""hey zaki. I'm going to Carrefour. do u need anything"" ""morning zaki. how r u and ur family today"" only from them ",1.39E+18,09/05/2021 3:24,1,0,1
"Even before Covid struck, Modi's $1.8B New Delhi revamp divided opinions ",1.39E+18,09/05/2021 3:20,0,0,1
Drive and share your comments Selling fast Order Now,1.39E+18,09/05/2021 1:19,1,0,1
Yeah....hoping that some clarity on this. I'm planning to go home on July and it would be of help for lesser quarantine days for those fully vaccinated.,1.39E+18,08/05/2021 21:25,1,0,2
"This was issued by PH embassy, so now mandatory10 day quarantine at Government chosen facility and remaining 4 days either home or hotel quarantine. No distinction for vaccinated peeps ",1.39E+18,08/05/2021 20:32,1,1,1
This corona thing is very weird. Especially in Uzbekistan,1.39E+18,08/05/2021 15:48,0,0,0
Have you experienced the corona,1.39E+18,08/05/2021 15:39,0,0,1
"Such disappointing news that the UAE hasn’t been put on the U.K. green list, hoping for a miracle so we can go home in the summer without the ridiculously expensive quarantine hotel  ",1.39E+18,08/05/2021 15:25,4,1,0
"""I never said ... when I grow up, I want to be an immigrant. We become immigrants because we have no other choice"" ",1.39E+18,08/05/2021 13:31,0,0,0
And a big chunk of these numbers is from tests at the airport. Deaths have been in single figures for weeks and hospitals remain manageable due to the effective vaccine deployment. Not many countries who have handled Covid as well as the UAE has.,1.39E+18,08/05/2021 11:57,0,0,2
"Potential cancer drug repurposed for Covid-19 by DRDO, Dr Reddy's gets DCGI nod for emergency use. Finally a good news  ",1.39E+18,08/05/2021 11:03,8,4,2
My sympathies for ur sick mind making fun of a COVID patient..,1.39E+18,08/05/2021 10:25,0,0,0
"Despite the pandemic’s impact in the year 2020, The UAE's economy is heading towards recovery in 2021 according to estimates by the Central Bank, which indicate that the positive growth rates of the national economy will be restored by the end of this year. ",1.39E+18,08/05/2021 9:16,4,3,2
Home Care tips for mild Covid 19 patient in Home Quarantine  via,1.39E+18,08/05/2021 7:07,0,0,1
"Khartoum is alright. Dunno about the Covid situation there, however",1.39E+18,08/05/2021 5:17,1,0,1
How many days before I start begging Mark Drakeford to allow vaccinated Welsh residents of the region (with residency and not transit) to fly home with Qatar to Cardiff We won't bring Covid or the English. We promise. Boris and Schapps are full of shite.,1.39E+18,08/05/2021 4:50,21,0,1
"Oh - I could go and hang out in or (all for 10 days before traveling on to the UK and then I wouldn’t have to hotel quarantine. Apparently, according to they are safer than the when it comes to",1.39E+18,08/05/2021 4:15,2,0,1
How do you get back to the uk from australia without going through a hub at some point Surely that means you then have to quarantine in a hotel,1.39E+18,08/05/2021 0:43,0,1,1
May Allah destroy Israel before corona end. Aaaameeen,1.39E+18,07/05/2021 23:27,1,0,1
"CPEC, Amazon, Debt payments, progress, Roshan digital accounts, covid management globally appreciated, housing projects, boom in Pakistan stocks, tourism. Is there any one more visionary than IK in Pakistan  Say No to any ""چور،کھوتا نقلی بیمار شیر، ڈکیت""",1.39E+18,07/05/2021 23:24,23,3,1
48 hours after the Covid-19 vaccination (Pfizer-BioNTech) Part 2,1.39E+18,07/05/2021 23:07,2,1,1
48 hours after the Covid-19 vaccination (Pfizer-BioNTech) Part 1,1.39E+18,07/05/2021 23:04,2,1,1
"Bit quiet our here, Pandemic and all. But few bits and bobs about. What you selling me",1.39E+18,07/05/2021 19:36,0,0,0
"The Lord shook the world with earthquakes,Tsunami's,He brought Plagues , HE EVEN STRUCK THE ENTIRE HUMANITY WITH HIS DREADFUL JUDGMENT OF CORONAVIRUS YET WE STILL DID NOT REPENT. Psalm 51:4 b so you are right in your verdict and justified when you judge.",1.39E+18,07/05/2021 19:20,7,0,0
Sad. Can't we minimise deaths with help from other countries Singapore total death from Covid is only 31. Surely they will teach us if we ask.,1.39E+18,07/05/2021 17:58,0,0,0
WHO authorizes China's Sinopharm Covid-19 vaccine for emergency use,1.39E+18,07/05/2021 17:51,0,0,1
"It has just been confirmed that the UAE remains on the UK travel red list, so yes, still 10-days hotel quarantine at a cost of £1,750. Full list of red, amber and green lists: ",1.39E+18,07/05/2021 16:53,0,0,1
Still no news about whether the will be on the new (which would mean no 10-day hotel quarantine). But has just added the UAE to its 10-day quarantine list.,1.39E+18,07/05/2021 16:24,2,0,1
WHO approves China's Sinopharm Covid-19 vaccine  via,1.39E+18,07/05/2021 15:44,1,0,1
"Congrats sir for your new assignment one suggestion please refer for sufficient Doctors availability, for arising covid 19 , we have talented foreign medical graduates available to serve our TN. Already states like Kerela and Karnataka government started this",1.39E+18,07/05/2021 14:17,0,0,2
"What reopening looks like in Denmark: Testing/Corona passport needed for cafe visits, fitness, cinemas, concerts, libraries, sports, museums. These patient Danes queue up to two hours to get PCR tested, and I think the test is only valid for three days. Lots of planning needed  ",1.39E+18,07/05/2021 13:42,2,0,1
"Rival could do it even after many unsuccessful attempts , finally covid took his life. ",1.39E+18,07/05/2021 12:59,0,0,0
"I fully support ji demanding PM's resignation to save India from the COVID 19 pandemic, cause the Modi govt is unable to save the lives of people of the country. Ji, if you have some shame plz resign from the chair. ",1.39E+18,07/05/2021 12:59,1,2,1
Need A Commission of Inquiry into the Government’s Disastrous Handling of COVID Crisis,1.39E+18,07/05/2021 12:18,0,0,0
Needed A Commission of Inquiry into the Government’s Disastrous Handling of COVID Crisis,1.39E+18,07/05/2021 12:16,0,0,0
Infamous Underworld don Chota Rajan has died of Covid-19 at AIIMS delhi. He was admitted to the hospital on April 26.,1.39E+18,07/05/2021 11:03,1,0,0
"Every day , every single minute india is arising on covid 19 , why our honorable PM , not taking any action on qualified young drs across foreign medical students , in what way they are not allowed to serve our great nation, kindly allow some thing to benefit them Jaihindh",1.39E+18,07/05/2021 9:14,18,17,0
I’m starting gym again  COVID-19 made me stop  last year ...,1.39E+18,07/05/2021 8:11,0,0,1
And quit advising President to Form a National Govt to tackle the pandemic,1.39E+18,07/05/2021 7:47,1,1,1
You used Vray before Corona,1.39E+18,07/05/2021 7:14,1,0,1
I agree but need to ask you who is not the culprit here. Why are we politically talking about it. Across the globe every country is facing it which includes the ministers of the European union and the American secretaries as well. Let us fight the pandemic first. God bless all.,1.39E+18,07/05/2021 7:10,2,1,1
"Nako men, cancelled flights e tsaka 14 days quarantine kaya olats. Will let you know man",1.39E+18,07/05/2021 7:04,0,0,1
NCOC has urged the masses to adopt preventive measures against coronavirus so that the situation remained under control.,1.39E+18,07/05/2021 6:56,2,3,1
"It is our duty to strictly adhere to SOPs if we want to Defeat COVID, especially during eid namaz, maintain 6 feet distance, wear mask and gloves.",1.39E+18,07/05/2021 6:56,2,6,1
I was in Italy when the Italian prime minister was crying because he was helpless and India was one of the countries which helped them. It is a global pandemic. Instead of criticizing your own it is time to strengthen everybody. Postmortem can happen later. Jai Hind,1.39E+18,07/05/2021 6:54,3,0,1
"Mr Modi, I would request you to pls impose lockdown in India to break the chain of covid infections, people are getting infected and dying...pls save us",1.39E+18,07/05/2021 6:40,1,0,1
"Covid medicines for rural areas in Drive launched If they will do the work on ground level that's great for humanity, we will save the more life but if they will do the work on just paper. Ready for more deaths  ",1.39E+18,07/05/2021 6:16,0,0,1
Will SC ask Central ever of it's preparedness to fight pandemic during whole one year,1.39E+18,07/05/2021 5:43,0,0,1
"A lot in here to consider, especially for editors managing journalists through the pandemic (and beyond) ",1.39E+18,07/05/2021 5:26,0,0,1
"Quarantine starts now  Anlaki room  @ Fortune Park Hotel, DIP-Dubai ",1.39E+18,07/05/2021 1:03,0,0,1
I'm rarely on it. Bit the protagonist won't dare come at me to my face. He's shorter than me and I'm only 5ft 6. We drink in the same pubs when it's not Covid time. Funny that he feels he can when we're not face to face.,1.39E+18,06/05/2021 22:33,3,0,0
Valuable lessons taught during Pandemic - Part 2,1.39E+18,06/05/2021 21:35,0,0,1
Valuable lessons taught during Pandemic - Part 1,1.39E+18,06/05/2021 21:35,0,0,1
"great job with the vaccination campaign for COVID-19, had my first shot today and the whole process took less than 20min. So far, no issues other than my arm really hurts.",1.39E+18,06/05/2021 20:03,0,0,2
In Pakistan all shopping malls remains open their lots of people gathered in huge amount there is no corona. But you always said that overseas pakistanis are more important to us. I want to go pakistan in this Eid to celebrate with my family but 1/2,1.39E+18,06/05/2021 19:58,0,0,1
I’m getting my first dose of the Pfizer vaccine. I would like to encourage everyone to get vaccinated for Covid-19 to protect themselves.,1.39E+18,06/05/2021 18:56,3,0,1
one benefit of COVID we can see is that the IPL keeps happening every 6 months now,1.39E+18,06/05/2021 16:30,0,0,1
"WOW  : type ""Quarantine"" In WhatsApp mesage and u see &gt;&gt; ++... Clear message on what to do in ",1.39E+18,06/05/2021 15:13,1,0,1
"It’s bloody hard enough moving house as it is without the added complication of moving countries, being in the middle of a pandemic and quarantine laws and travel bans. Yes I’m a tad stressed and if you don’t understand that’s fine, just don’t tell me you do if you’ve never done it",1.39E+18,06/05/2021 14:38,1,0,0
"Pandemic has impacted common man in India and particularly Maharashtra very severely GMBF has joined hands with “Annapoorna” an initiative lead by Dr Manisha Abhijit Sonawane. We call upon in this need of hour of our Brothers and sisters back home , those who can. ",1.39E+18,06/05/2021 12:03,1,1,0
"Vaccinated against Remember, it is still important to continue following the standard precautions and safety guidelines even if you are ",1.39E+18,06/05/2021 10:53,3,1,1
Government role in pandemic management must be investigated by a Commission.,1.39E+18,06/05/2021 9:35,0,0,1
"Probably true: Countries cannot just ""pick up this patent, read it like a cheesecake recipe, and make this awesome"" mRNA vaccine ",1.39E+18,06/05/2021 9:29,1,0,1
Big Salute to all Industriliest and many more who so ever helped India during this pandemic. Industriliest are always a backbone for any country.,1.39E+18,06/05/2021 9:07,1,0,2
This is how kerala managing the Covid- crisis....,1.39E+18,06/05/2021 8:22,0,0,1
There is no need to wear masks outdoor as long as it is not crowded. Most Covid infections take place indoor.,1.39E+18,06/05/2021 8:10,0,0,1
Let's see if really are for the supporters...they MUST move the final from Turkey in the middle of a pandemic...,1.39E+18,06/05/2021 7:38,2,0,1
COVID-19 vaccine formulas shouldn't be shared with India: Bill Gates  via,1.39E+18,06/05/2021 7:22,0,0,0
"CM is a star campaigner and had been very much preoccupied with electioneering in West Bengal and Assam.BJP wants votes, common man need oxygen. ",1.39E+18,06/05/2021 6:42,0,0,1
looks like some panicking or intentional panicking to cause anxiety for some personal reasons. why not reassure thats all is required from authorities...'Government announces second wave of Covid-19  via,1.39E+18,06/05/2021 6:24,0,0,0
Thank God even at this late stage If bio security bubble in failed what hope is there in quarantine facilities for Indian nationals The risk reward matrix is far too great in probability of a breach and its impact,1.39E+18,06/05/2021 6:06,1,0,1
Would love to have coffee there once the pandemic gets over and travel is permitted. Youth looks up to people like you for motivation and guidance and you are doing a terrific service for the humanity. All the best and Jai Hind,1.39E+18,06/05/2021 4:43,4,0,2
